12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
12,13,11,5,3,0,6,10,2,15,1,4,8,14,18,19,7,9,21
