12,6,7,11,1,4,3,2,8,0,5
2,7,0,8,12,4,10,6,5,3,1
0,1,11,6,9,8,3,12,7,5,4
8,9,4,2,11,1,7,6,5,10
9,7,6,8,2,4,1,3,11,5,0
12,6,0,7,10,8,5,1,11,4,9
6,10,3,2,7,4,12,9,1,5
3,5,0,6,4,12,8,7,2,9,1
0,10,8,9,1,3,2,12,5,7,4
4,12,11,1,8,3,7,2,9,5,0
3,1,11,8,5,7,4,6,2,9,0
9,3,7,11,8,12,4,0,6,1,5
7,8,1,9,5,4,10,3,6,11,0
11,0,3,1,4,12,8,10,7,6,5
4,3,11,9,5,12,8,7,10,2
3,6,5,7,2,10,12,11,8,4
4,5,11,12,10,8,7,2,3,0,1
6,12,10,7,1,2,11,4,5,3
6,9,3,8,1,10,11,5,4,7,0
2,5,4,9,7,10,6,3,12,0
8,5,11,9,7,0,10,6,2,4
3,2,11,0,10,5,1,7,8,6,4
9,10,4,1,7,6,0,12,11,8,5
3,7,5,12,10,0,6,8,9,2
3,2,12,0,4,9,6,7,11,5
7,8,4,6,11,2,9,1,10,5
4,9,3,12,7,6,11,8,1,0,5
3,5,0,10,9,8,2,12,1,4,7
10,11,8,6,9,2,12,4,7
1,2,8,6,7,5,10,4,9,0,12
10,9,2,12,4,8,6,5,11
10,0,6,5,4,3,9,7,1,2,8
9,6,7,1,2,10,11,12
8,6,3,5,1,9,4,12,10,7,0
11,8,9,0,7,5,1,6,12,4,10
4,6,11,8,9,10,5,7,12,1,0
6,10,4,2,3,0,7,12,11,5
10,9,12,0,8,11,2,7,3
4,9,0,8,11,6,3,10,2,5
7,12,11,6,3,0,9,2,1,4
8,5,12,4,7,10,11,2,3,0,1
0,10,12,7,9,6,8,4,2,1,5
4,10,5,7,9,12,11,3,2,8
5,12,7,2,4,9,0,6,3,10
10,12,4,3,0,1,9,8,5,6,7
6,2,5,1,12,10,7,0,11,8
5,0,4,12,7,1,8,9,11,6,3
12,1,2,0,7,6,9,10,3,5
6,7,3,11,4,12,5,8,0,9,1
6,1,11,0,9,12,3,2,5,7
3,7,9,8,1,10,12,4,2,0,5
10,11,8,6,3,2,1,0,5,4,7
7,11,1,0,4,8,6,10,2,12
0,9,10,2,3,4,11,5,1,7,8
4,6,3,12,9,1,7,11,0,2
2,10,4,3,0,11,1,9,7,5,8
11,12,1,10,5,7,9,8,2,0
2,6,7,5,4,3,11,8,0,10,1
2,9,0,4,7,12,3,6,1,11
5,11,4,8,2,12,9,10,1,7
9,4,7,8,6,1,11,10,3,0,5
0,11,4,6,7,5,1,9,12,8,10
3,5,4,11,10,8,7,2,12,6
8,5,9,7,4,0,11,6,1,12,3
11,4,8,5,3,12,6,9,1,7,0
11,4,5,6,7,3,2,0,8,9,1
9,5,3,10,12,0,4,1,8,7,11
8,4,10,3,12,11,9,5,6,0
7,8,12,1,9,2,0,6,10,5,4
11,12,3,7,5,2,10,6,1,4
5,10,9,11,0,4,2,8,12,7
12,0,9,2,8,6,5,3,7,1,4
8,12,0,1,4,6,3,2,7,10,5
6,5,3,11,7,4,2,9,8,0,1
4,8,3,0,11,9,7,10,1,5,6
5,1,8,0,10,3,12,11,4,6,7
11,10,1,4,9,3,2,6,0
6,8,3,5,2,0,12,10,11,4
2,7,5,12,11,9,4,8,6,1,0
9,4,12,6,8,10,2,1,0,7,5
10,5,4,1,2,7,8,6,11,3,0
6,4,11,0,3,1,10,5,9,7,8
5,2,1,10,4,0,11,12,8,3,7
6,5,2,12,10,3,7,0,1,4,8
2,0,4,11,12,6,5,8,3,10
11,0,12,3,8,7,4,9,1,2,5
12,0,10,2,3,8,11,9,4
5,12,9,6,11,0,3,2,7,1
10,2,9,8,3,1,7,12,5,4,0
11,10,5,1,7,9,8,2,3,0,4
9,5,2,4,12,8,7,1,0,6,3
4,2,6,8,0,7,11,1,9,3,5
4,8,10,7,0,5,3,11,9,6,1
2,10,5,9,12,0,4,7,1,8,6
6,10,9,4,11,7,0,8,12,1,5
7,5,4,10,9,0,11,1,6,8,3
2,6,11,7,8,1,5,10,4,0,3
2,1,6,4,12,3,0,11,7,9
