10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
10,1,8,12,2,5,4,9,3,7,6,11,0,13
