0,1,3,11,4,2,17,19,7,5,6,8
0,1,4,2,19,11,3,5,6,7,8,14
0,1,3,2,4,18,5,6,7,8,9,11,15
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,19,15,11,3,5,6,7,8
0,1,4,2,19,20,3,17,5,6,7,11,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,20,3,17,5,6,7,11,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,3,2,4,18,5,6,7,8,9,11,15
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,17,3,5,6,7,8,11
0,1,3,11,7,2,4,5,6,8,9,10
0,1,4,2,19,11,3,5,6,7,8,14
0,1,3,11,4,2,17,19,5,6,7,8
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,15,3,5,6,7,8,11
0,1,4,2,19,20,3,17,5,6,7,11,14
0,1,4,2,19,17,11,3,5,6,7,8
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,11,3,5,6,7,8,14
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,15,3,5,6,7,8,11
0,1,3,11,4,2,5,6,7,8,9,10
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,20,3,17,5,6,7,11,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,3,5,6,7,8,11,14
0,1,3,2,14,4,5,6,7,8,9,10
0,1,3,11,4,2,17,19,7,5,6,8
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,19,17,11,3,5,6,7,8
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,3,2,4,18,5,6,7,8,9,11,15
0,1,3,11,4,2,5,6,7,8,9,10
0,1,3,2,14,19,17,4,5,6,7,9
0,1,4,2,19,7,3,5,6,8,11,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,11,3,5,6,7,8,14
0,1,3,11,4,2,5,6,7,8,9,10
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,17,11,3,5,6,7,8
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,20,3,17,5,6,7,11,14
0,1,4,2,19,11,3,5,6,7,8,14
0,1,3,2,4,5,6,7,8,9,10,11
0,1,4,2,19,3,5,6,7,8,11,14
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,3,2,4,5,6,7,8,9,10,11
0,1,4,2,19,20,7,3,5,6,9,11
0,1,4,2,19,17,3,5,6,7,8,11
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,11,3,5,6,7,8,14
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,20,3,17,5,6,7,11,14
0,1,3,2,14,19,4,17,5,6,7,9
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,7,3,5,6,8,11,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,3,11,4,2,19,5,6,7,8,14
0,1,4,2,19,17,11,3,5,6,7,8
0,1,4,2,19,3,5,6,7,8,11,14
0,1,4,2,19,20,3,17,5,6,7,11,14
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,19,20,3,5,6,7,9,11
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,20,3,17,5,6,7,11,14
0,1,4,2,19,17,3,5,6,7,8,11
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,3,11,4,19,2,5,6,7,8,14
0,1,3,11,4,2,5,6,7,8,9,10
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,6,20,3,5,7,9,11
0,1,3,2,4,18,5,6,7,8,9,11,15
0,1,3,11,4,2,5,6,7,8,9,10
0,1,4,2,19,20,7,3,5,6,9,11
0,1,4,2,19,3,5,6,7,8,11,14
0,1,3,2,4,18,5,6,7,8,9,11,15
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,19,11,17,3,5,6,7,8
0,1,3,11,7,2,4,5,6,8,9,10
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,15,3,5,6,7,8,11
0,1,3,11,4,2,19,5,6,7,8,14
0,1,3,2,4,5,6,7,8,9,10,11
0,1,3,2,4,18,5,6,7,8,9,11,15
0,1,3,11,4,2,17,5,6,7,8,9,14
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,19,7,3,5,6,8,11,14
0,1,4,2,19,7,3,5,6,8,11,14
0,1,4,2,19,3,5,6,7,8,11,14
0,1,3,2,4,5,6,7,8,9,10,11
0,1,3,2,14,19,17,4,5,6,7,9
0,1,4,2,19,17,11,3,5,6,7,8
0,1,3,11,4,2,5,6,7,8,9,10
0,1,4,2,19,17,3,5,6,7,8,11
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,15,3,5,6,7,8,9,10
0,1,4,2,19,15,11,3,5,6,7,8
0,1,4,2,19,11,3,5,6,7,8,14
0,1,4,2,19,17,11,3,5,6,7,8
