5,9,7,10,0,2,1,6,3,4
10,1,11,2,5,7,3,6,4,0
6,4,9,0,11,10,1,2,5,3
8,9,6,4,2,5,10,1,0,3
6,1,8,5,0,4,12,11,2,3
4,3,0,12,7,6,2,10,5,1
10,3,8,7,6,2,1,0,5,4
9,4,5,6,12,3,10,1,2,0
7,11,2,3,4,9,0,6,5,1
0,9,12,6,1,3,10,2,5,4
6,10,9,3,11,0,1,4,2,5
12,3,10,6,9,5,2,0,4,1
3,6,4,10,1,7,2,0,12,5
8,3,1,10,0,6,11,5,4,2
8,6,4,2,1,9,0,12,5,3
9,0,10,3,12,1,4,6,2,5
6,8,3,10,7,2,4,0,5,1
1,4,9,8,12,2,5,6,3,0
8,10,7,1,6,2,3,4,5,0
6,9,1,10,0,8,4,3,5,2
6,8,11,3,10,5,4,0,1,2
7,12,2,10,4,5,3,6,1,0
9,7,6,1,11,2,0,4,5,3
11,7,1,5,2,4,0,8,6,3
6,1,9,2,8,10,4,0,5,3
11,5,4,2,1,6,0,12,8,3
3,5,6,7,11,4,12,0,2,1
7,8,4,5,10,0,2,6,3,1
11,5,1,12,2,8,3,0,4,6
11,9,3,1,10,6,0,2,4,5
3,9,1,8,10,4,6,0,2,5
11,0,10,5,8,4,6,1,2,3
0,10,4,12,2,11,6,3,1,5
1,9,10,3,7,5,2,4,6,0
9,3,5,0,2,7,10,4,1,6
11,5,7,6,12,4,2,0,3,1
8,3,1,5,10,11,0,2,4,6
7,12,10,4,2,5,0,1,3,6
3,8,9,5,0,10,2,1,6,4
1,7,0,9,11,6,4,5,3,2
2,5,1,3,0,9,6,8,12,4
2,5,7,8,6,9,3,4,0,1
12,4,3,5,10,0,6,8,1,2
8,3,10,6,1,5,9,0,4,2
4,0,2,7,11,8,5,6,3,1
11,0,12,10,1,5,3,4,6,2
1,5,9,8,2,6,4,12,3,0
1,8,7,4,10,2,6,5,3,0
