0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
0,1,8,6,12,2,3,4,5,7,9
0,1,8,6,12,2,3,4,5,7,9
0,1,6,2,3,4,5,7,8,9,10
