19,18,17,16
19,20,16
19,18,16,17
19,18,16,17
19,20,16
19,18,16,17
19,18,16,17
19,18,16,17
19,18,16,17
19,20,16
19,20,16
19,18,17,16
19,18,17,16
19,20,16
19,18,16,17
19,18,16,17
19,20,16
19,20,16
19,20,16
19,20,16
19,18,17,16
19,20,16
19,18,16,17
19,18,16,17
19,18,16,17
19,18,16,17
19,20,16
19,18,17,16
19,20,16
19,18,16,17
19,18,16,17
19,18,16,17
19,18,17,16
19,20,16
19,18,17,16
19,18,16,17
19,20,16
19,18,16,17
19,18,16,17
19,18,16,17
19,18,16,17
19,18,17,16
19,18,17,16
19,18,16,17
19,18,16,17
19,18,17,16
19,18,16,17
19,20,16
19,20,16
19,20,16
19,18,16,17
19,20,16
19,20,16
19,20,16
19,18,16,17
19,18,16,17
19,20,16
19,18,17,16
19,18,16,17
19,18,16,17
19,18,16,17
19,18,16,17
19,20,16
19,18,16,17
19,20,16
19,20,16
19,20,16
19,18,17,16
19,18,16,17
19,20,16
19,18,17,16
19,18,17,16
19,18,16,17
19,18,16,17
19,20,16
19,18,17,16
19,18,16,17
19,20,16
19,18,17,16
19,20,16
19,20,16
19,18,16,17
19,20,16
19,20,16
19,20,16
19,20,16
19,18,17,16
19,20,16
19,18,16,17
19,18,16,17
19,20,16
19,18,17,16
19,20,16
19,20,16
19,18,16,17
19,18,16,17
19,18,16,17
19,18,17,16
19,18,16,17
19,18,16,17
19,20,16
19,20,16
19,18,16,17
19,18,17,16
19,20,16
19,18,16,17
19,20,16
19,18,16,17
19,18,16,17
19,18,17,16
19,18,17,16
19,20,16
19,20,16
19,20,16
19,18,17,16
19,20,16
19,20,16
19,20,16
19,18,16,17
19,18,16,17
19,20,16
19,18,17,16
19,18,16,17
19,20,16
19,20,16
19,18,16,17
19,18,17,16
19,18,16,17
19,18,16,17
19,18,16,17
19,20,16
19,18,16,17
19,18,16,17
19,18,17,16
19,18,16,17
19,18,17,16
19,18,17,16
19,18,17,16
19,20,16
