0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,2,3,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,2,3,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,2,3,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,2,3,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,2,3,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,2,3,4,5,6,7,9
0,1,8,7,2,3,4,5,6,9
0,1,8,3,2,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
0,1,8,3,2,4,5,6,7,9
