5,6,3,0,7,8,2,1,4
6,10,5,2,0,8,4,1,3
1,11,3,12,2,5,4,6,0
0,1,10,2,6,12,4,5,3
1,7,5,3,9,2,4,6,0
1,3,4,5,10,2,7,6,0
8,2,1,12,3,6,4,0,5
10,0,1,11,2,5,6,3,4
6,8,1,5,0,3,10,2,4
6,12,2,11,5,1,3,0,4
3,7,2,12,6,0,4,5,1
8,12,5,1,4,2,0,3,6
0,11,1,2,10,4,5,3,6
4,0,7,11,1,3,5,2,6
12,10,3,2,6,1,0,5,4
7,2,6,0,11,1,5,4,3
8,3,4,6,11,5,0,1,2
6,9,10,0,2,4,3,1,5
11,0,10,3,4,5,6,1,2
7,2,3,8,6,0,1,4,5
9,7,1,6,2,5,0,4,3
4,0,10,6,11,1,5,3,2
9,10,0,5,2,1,3,4,6
11,6,8,5,2,4,3,0,1
11,9,6,2,4,3,1,0,5
0,5,10,6,11,4,2,3,1
4,0,5,12,1,6,2,8,3
0,6,9,5,4,1,7,2,3
0,5,12,8,2,1,3,6,4
0,8,6,12,5,3,2,1,4
0,7,5,3,10,6,1,4,2
1,4,10,6,3,12,5,2,0
10,12,2,3,5,0,1,4,6
11,10,4,0,3,5,6,1,2
4,3,7,11,2,5,0,6,1
0,6,5,8,2,10,1,3,4
11,10,6,0,4,2,5,1,3
7,4,8,3,0,5,1,6,2
6,11,0,10,3,1,4,5,2
3,10,1,11,0,4,2,5,6
2,12,1,7,3,5,4,0,6
8,12,3,6,1,0,4,5,2
6,1,10,12,2,3,4,0,5
12,7,3,4,1,5,0,6,2
5,7,0,12,4,6,2,3,1
4,3,2,10,0,1,6,11,5
8,6,12,5,4,1,2,3,0
6,1,7,2,5,12,3,0,4
