1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
1,2,3,19,7,17,0,20,4,11,10,12,18,13,16,9,6,14,15,21
