19,18,17,16,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,20,16,17,18
19,18,17,16,20
19,18,17,16,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,18,17,16,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,18,17,16,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,18,17,16,20
19,20,16,17,18
19,18,17,16,20
19,18,16,17,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,18,17,16,20
19,18,17,16,20
19,18,16,17,20
19,18,16,17,20
19,18,17,16,20
19,18,16,17,20
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,18,16,17,20
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,18,17,16,20
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,18,16,17,20
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,18,17,16,20
19,18,16,17,20
19,20,16,17,18
19,18,17,16,20
19,18,17,16,20
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,18,17,16,20
19,18,16,17,20
19,20,16,17,18
19,18,17,16,20
19,20,16,17,18
19,20,16,17,18
19,18,16,17,20
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,18,17,16,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,18,17,16,20
19,20,16,17,18
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,18,17,16,20
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,20,16,17,18
19,18,16,17,20
19,18,17,16,20
19,20,16,17,18
19,18,16,17,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,18,17,16,20
19,18,17,16,20
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,18,17,16,20
19,20,16,17,18
19,20,16,17,18
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,18,17,16,20
19,18,16,17,20
19,20,16,17,18
19,20,16,17,18
19,18,16,17,20
19,18,17,16,20
19,18,16,17,20
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,18,17,16,20
19,18,16,17,20
19,18,17,16,20
19,18,17,16,20
19,18,17,16,20
19,20,16,17,18
19,18,16,17,20
19,18,16,17,20
19,20,16,17,18
