1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
1,0,8,7,10
