3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
3,2,12,0,1,4,6,5,13
