19,18,17
19,20,17
19,18,16
19,18,16
19,20,17
19,18,16
19,18,16
19,18,16
19,18,16
19,20,17
19,20,17
19,18,17
19,18,17
19,20,17
19,18,16
19,18,16
19,20,17
19,20,17
19,20,17
19,20,17
19,18,17
19,20,17
19,18,16
19,18,16
19,18,16
19,18,16
19,20,17
19,18,17
19,20,17
19,18,16
19,18,16
19,18,16
19,18,17
19,20,17
19,18,17
19,18,16
19,20,17
19,18,16
19,18,16
19,18,16
19,18,16
19,18,17
19,18,17
19,18,16
19,18,16
19,18,17
19,18,16
19,20,17
19,20,17
19,20,17
19,18,16
19,20,17
19,20,17
19,20,17
19,18,16
19,18,16
19,20,17
19,18,17
19,18,16
19,18,16
19,18,16
19,18,16
19,20,17
19,18,16
19,20,17
19,20,17
19,20,17
19,18,17
19,18,16
19,20,17
19,18,17
19,18,17
19,18,16
19,18,16
19,20,17
19,18,17
19,18,16
19,20,17
19,18,17
19,20,17
19,20,17
19,18,16
19,20,17
19,20,17
19,20,17
19,20,17
19,18,17
19,20,17
19,18,16
19,18,16
19,20,17
19,18,17
19,20,17
19,20,17
19,18,16
19,18,16
19,18,16
19,18,17
19,18,16
19,18,16
19,20,17
19,20,17
19,18,16
19,18,17
19,20,17
19,18,16
19,20,17
19,18,16
19,18,16
19,18,17
19,18,17
19,20,17
19,20,17
19,20,17
19,18,17
19,20,17
19,20,17
19,20,17
19,18,16
19,18,16
19,20,17
19,18,17
19,18,16
19,20,17
19,20,17
19,18,16
19,18,17
19,18,16
19,18,16
19,18,16
19,20,17
19,18,16
19,18,16
19,18,17
19,18,16
19,18,17
19,18,17
19,18,17
19,20,17
19,18,16
19,18,16
19,20,17
19,20,17
19,18,16
19,18,16
19,20,17
19,20,17
19,18,17
19,18,17
19,20,17
19,18,17
19,20,17
19,18,16
19,18,16
19,20,17
19,20,17
19,18,17
19,18,17
19,20,17
19,18,16
19,18,17
19,18,16
19,18,16
19,20,17
19,20,17
19,18,16
19,20,17
19,18,16
19,20,17
19,20,17
19,18,17
19,20,17
19,20,17
19,20,17
19,18,17
19,20,17
19,18,16
19,18,17
19,20,17
19,18,17
19,18,16
19,20,17
19,20,17
19,20,17
19,18,16
19,18,16
19,18,16
19,18,16
19,18,17
19,18,17
19,18,16
19,18,17
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,17
19,20,17
19,18,17
19,20,17
19,20,17
19,18,16
19,20,17
19,18,16
19,18,16
19,20,17
19,18,16
19,18,17
19,20,17
19,20,17
19,18,16
19,20,17
19,18,17
19,18,16
19,18,16
19,20,17
19,20,17
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,18,16
19,20,17
19,18,17
19,18,16
19,18,17
19,20,17
19,18,16
19,18,17
19,20,17
19,18,16
