12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
12,8,3,0,1,13,5,11,16,20,6,18,10,15,4,9,14,7,2,21
