2,12,7,3,6,11,4,0,10
6,0,5,12,4,7,2,8,9,3,1
1,7,9,11,0,6,4,8,3,5,2
4,5,3,9,8,2,7,0,12,6,1
9,4,12,7,8,5,2,6,1,0,3
4,7,3,5,12,1,0,11,6,2
0,1,2,6,10,5,8,3,11,4,9
5,4,1,7,3,10,8,0,12,2,6
4,9,0,8,3,7,12,5,6,1,2
4,3,2,0,6,9,7,8,5,12,1
3,4,12,10,6,2,9,7,0,5,1
12,9,3,4,7,2,1,10,6,0,5
4,11,7,10,5,8,2,6,0,1,3
12,2,10,6,5,0,1,4,3,11,8
7,3,0,8,1,12,11,4,5,2
1,6,10,12,2,7,0,5,9,3,4
1,2,8,4,5,12,7,6,10,3,0
11,8,12,5,1,2,4,7,0,3
7,4,6,8,9,12,5,1,0,2,3
5,10,11,12,4,0,3,8,2,6,1
5,3,6,7,12,2,1,9,10,0,4
12,9,7,6,3,1,10,5,0,4,2
10,6,4,5,3,1,7,12,9,2,0
10,1,0,9,5,3,7,6,12,4,2
9,7,5,6,3,10,4,11,0,1,2
9,2,1,0,6,11,12,3,8,5,4
12,8,7,3,10,6,2,0,5,1,4
9,3,7,6,1,0,5,10,12,2,4
12,10,0,9,5,2,1,11,3,6,4
5,11,2,8,3,1,4,12,10,6,0
4,6,8,5,10,2,9,3,12,0,1
0,8,12,7,1,2,10,4,5,3,6
10,4,6,0,11,7,1,3,9,2,5
2,10,12,1,6,4,0,11,3,5,8
4,5,1,7,11,9,12,3,0,2
11,12,7,8,0,6,2,1,3,5
6,11,8,3,4,10,0,7,5,2,1
10,9,6,2,12,4,7,5,0,1,3
1,6,10,3,12,4,9,7,0,5,2
0,11,7,3,12,4,2,9,1,5
9,2,0,1,8,12,5,7,3,4,6
7,9,0,1,10,2,11,3,5,4,6
6,5,1,10,11,4,12,8,3,2,0
10,1,9,8,4,7,2,3,5,6,0
11,5,2,8,12,6,4,1,10,3,0
10,4,5,11,8,7,2,6,1,0,3
5,1,8,4,0,12,7,2,3,9,6
5,10,8,12,4,11,1,6,2,0,3
