10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
10,3,14,6,7,11,12,1,0,15,4,5,8,13,16,17,19,18,9,2,21
