11,6,1,3,5,4,2,0
0,5,12,6,4,1,2,3
1,3,11,4,6,5,0,2
5,10,1,6,4,2,3,0
8,10,3,1,2,0
8,10,2,0,3,1
0,6,8,5,1,3,4,2
12,6,4,2,5,1,0,3
2,11,5,3,4,1,6,0
12,2,3,5,1,0,4,6
3,5,12,1,2,0,6,4
5,6,1,3,11,0,4,2
10,6,2,4,5,1,0,3
2,5,12,3,1,0,4,6
1,10,8,0,2,3
11,1,4,5,3,6,0,2
2,9,0,8,3,1
0,10,1,6,3,4,2,5
9,4,1,0,5,3,2,6
5,1,3,0,10,2,4,6
8,9,5
9,5,3,2,0,4,1,6
1,9,8,3,2,0
0,9,1,3,2,6,5,4
10,5,1,3,6,4,0,2
1,10,5,4,0,2,6,3
2,8,10,3,0,1
0,4,12,1,2,6,3,5
7,4,6,5,1,2,0,3
6,4,2,7,1,5,0,3
11,2,4,6,1,5,0,3
4,8,2,1,0,6,5,3
0,3,1,9,8,2
12,1,5,0,2,6,4,3
11,4,2,1,3,5,6,0
6,1,10,5,0,2,3,4
8,2,6,0,3,5,1,4
12,1,4,0,5,2,3,6
10,3,4,5,1,6,2,0
12,0,6,2,5,3,1,4
6,12,0,3,2,1,4,5
2,4,0,5,3,8,1,6
0,1,9,6,3,5,2,4
7,4,1,3,2,5,0,6
12,4,3,5,0,1,2,6
4,10,6,5,0,3,1,2
11,1,0,6,5,4,2,3
6,5,4,7,1,0,2,3
