8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
8,1,12,6,10,5,0,11,2,3,4,13
