3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
3,5,12,20,11,18,8,10,7,15,13,0,6,2,1,4,14,9,21
